job_id,titel,arbeitgeber,ort,land,link,content_clean
crawl_011,Application Engineer für Visualisierung (m/w/d),SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/application-engineer-fuer-visualisierung-m-w-d/69d8e83c-c39c-4055-b5da-b9f6f3538bd4,"In Zusammenarbeit mit internen SBB-Stakeholder:innen gestaltest du die BI-Lösung der Zukunft mit.
Bestehende und zukünftige BI-Lösungen evaluierst du und unterstützt gegebenenfalls die Einführung neuer Ansätze.
IT und Fachbereiche stärkst du durch gezieltes Enabling zu Best Practices für bestehende und zukünftige BI-Lösungen.
BI-User:innen betreust du bei Supportanfragen zu Power BI, SAC und BusinessObjects, löst diese eigenständig und trägst zur Sicherstellung des zuverlässigen Betriebs unseres BI-Portfolios bei.

Mit ausgeprägter Kundenorientierung und schneller Auffassungsgabe bringst du Coaching- und Enablement-Erfahrung mit und agierst souverän mit BI-Lösungen. Dabei arbeitest du selbstständig, lösungsorientiert und mit hohem Qualitätsanspruch.
Fundierte methodische und technische BI-Kenntnisse bringst du mit, mindestens drei Jahre Praxis mit einer oder mehreren BI-Technologien (z. B. Power BI, SAC) sowie Erfahrung im Betrieb und Support.
Du bringst Neugier gegenüber aktuellen Entwicklungen in AI mit und hast Erfahrung im Change-Management zur Förderung der Akzeptanz zukünftiger BI-Lösungen.
Du verfügst über grundlegende BI-/Analytics-Architekturkenntnisse und Governance-Know-how, das du zielsicher einsetzt."
crawl_012,"Disponent:in Personaleinsatz ""Fahrgastzählung""",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/disponent-in-personaleinsatz-fahrgastzaehlung/536e061d-5674-400e-bd41-f3b3cb89b470,"Als Personaldisponent:in planst und disponierst du die Einsätze von rund 18 Kontrollzähler:innen und sorgst für einen wirtschaftlichen und bedarfsgerechten Personaleinsatz.
Die termingerechte und qualitativ hochwertige Durchführung der Kontrollzählungen stellst du sicher und unterstützt bei der Auswertung der erhobenen Daten.
Als fachliche Ansprechperson begleitest und instruierst du die Kontrollzähler:innen in ihrem Arbeitsalltag.
Die Arbeitszeit- und Spesenerfassung der Kontrollzähler:innen führst du zuverlässig und selbstständig.
Du koordinierst die Durchführung der Zählaufträge, überwachst deren Ausführung und stellst den Rücklauf der Erhebungsdaten sicher.
Mit deinem Fachwissen bringst du dich aktiv in die Weiterentwicklung von Prozessen und Systemen ein und arbeitest in Projekten sowie Arbeitsgruppen mit.

In deiner Rolle als Disponent:in denkst du vernetzt und analytisch, arbeitest lösungsorientiert und überzeugst durch deine strukturierte Arbeitsweise sowie dein Organisationstalent.
In einem dynamischen Umfeld behältst du den Überblick und bringst die nötige Durchsetzungsfähigkeit mit, um unterschiedliche Anspruchsgruppen erfolgreich zu koordinieren.
Mindestens zwei Jahre Erfahrung in der Disposition zeichnen dich aus. Kenntnisse der SBB, des öffentlichen Verkehrs oder des operativen Betriebs sind von Vorteil.
Du verfügst über eine kaufmännische Grundausbildung oder eine vergleichbare Ausbildung. Eine Weiterbildung im kaufmännischen Bereich, beispielsweise ein Fachausweis, ist von Vorteil.
Du arbeitest sicher mit MS Office, insbesondere Excel. Kenntnisse von CERES oder SAP sind von Vorteil.
Sehr gute Deutschkenntnisse (mindestens Niveau C1) und gute Französischkenntnisse (mindestens Niveau B2) runden dein Profil ab."
crawl_013,"Spezialmonteur:in Kabel, Spleisser:in, Elektroinstallateur:in, Elektriker:in, Mechaniker:in",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/spezialmonteur-in-kabel-spleisser-in-elektroinstallateur-in-elektriker-in-mechaniker-in/3a885cd7-35b6-4282-bab1-ec9c26ce4f6a,"Du übernimmst die Verantwortung für Unterhalt und Erneuerung der Kabelanlagen unserer Infrastruktur und leistest so einen wichtigen Beitrag zu Sicherheit, Qualität und Verfügbarkeit der Anlagen.
Unterhalts-, Erneuerungs- und Sanierungsarbeiten an Kabeltrassen und in Kabelschächten führst du selbstständig und im Team aus.
Externe Dienstleister leitest du fachlich an und berätst sie, und du koordinierst Material sowie Lieferungen auf der Baustelle.
Du baust und wartest Mastfundamente zuverlässig.
Ausgeführte Arbeiten rapportierst du und du erfasst deine Arbeitszeiten und Spesen.
Als Sicherheitschef:in überwachst du die Sicherheitsmassnahmen gemäss Sicherheitsdispositiv und bei Interesse übernimmst du Einsätze als Sicherheitswärter:in nach entsprechender Schulung.

Du bringst hohe Verantwortungsbereitschaft und ausgeprägtes Sicherheitsbewusstsein mit und arbeitest gern bei jeder Witterung im Freien.
Du verfügst gemäss unseren Sicherheitsvorgaben über einen guten Gesundheitszustand mit uneingeschränktem Hör- und Sehvermögen.
Idealerweise bringst du Erfahrung als Sicherheitswärter:in mit oder du bist bereit, die Ausbildung zu absolvieren und bei Bedarf Einsätze zu übernehmen.
Einen Führerausweis Kategorie B hast du, mit Vorteil auch Kategorie BE, oder du bist bereit, diesen zu erwerben für Materialtransporte und Einsätze mit Anhänger.
Mit digitalen Arbeitsmitteln gehst du sicher um und du nutzt Smartphone, Tablet und Office-Anwendungen im Alltag.
Du verfügst über eine abgeschlossene Grundausbildung mit EFZ als Landschaftsgärtner:in, Maurer:in, Tiefbauer:in oder Verkehrswegbauer:in und du kommunizierst sicher auf Deutsch in Wort und Schrift."
crawl_014,"Techniker:in Sicherungsanlagen Aussen, Produktionsmechaniker:in, Polymechaniker:in, Schlosser:in",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/techniker-in-sicherungsanlagen-aussen-produktionsmechaniker-in-polymechaniker-in-schlosser-in/4cfc001b-9a31-4018-8a9f-59ef5eed5eac,"Du führst selbstständig Arbeiten aus in der Montage/Demontage von Anlagen gemäss Projekt. Unterhaltstätigkeiten an den im Betrieb stehenden SA-Aussenanlagen (Weichen, Signale, Gleisfreimeldesysteme, Zugsbeeinflussung, ETCS, Weichenheizung) gehören ebenfalls zu deinem Aufgabengebiet.
Entstörung von Bahnanlagen im Rahmen der Pikettorganisation führst du selbstständig durch.
Du rapportierst mit den neuesten Systemen und Programmen die ausgeführten Arbeiten und arbeitest mit an der Nachführung der Dokumente.

Die Bereitschaft für Pikettdienst, Nachtarbeit und Wochenendarbeit sowie die Sicherheitsausbildungen zum Sicherheitschef:in RTE 20100.
Du verfügst zwingend über eine abgeschlossene Berufslehre EFZ als Produktionsmechaniker:in, Schlosser:in, Polymechaniker:in oder in ähnlicher handwerklicher Richtung.
Bereitschaft zur Absolvierung der einjährigen berufsbegleitenden internen Ausbildung zur Techniker:in Sicherungsanlagen Aussenbereich. Die SBB übernimmt dafür vollständig Zeit und Kosten. 
Gültiger Führerausweis der Kategorie B sowie sehr gute Deutschkenntnisse in Wort und Schrift auf mindestens B2-Niveau werden vorausgesetzt."
crawl_015,"Landschaftsgärtner:in, Maurer:in oder Strassenbauer:in für den Bereich Kabel Tiefbau",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/landschaftsgaertner-in-maurer-in-oder-strassenbauer-in-fuer-den-bereich-kabel-tiefbau/29c598f5-754e-4abc-848d-c6901ce7eb3a,"Deine Hauptaufgabe als Fachtechniker/in Kabel Tiefbau ist das selbständige Planen, installieren und Überwachen von Kabeltrassen und Kabelschächten, sowie ausführen von Kabelzügen sämtlicher bahntechnischen Kabeln
Du führst selbständig Reparaturen an Schachtdeckeln und Sanierungsarbeiten an Kabelschächten durch, sowie Störungsbehebungen an Kabelinfrastrukturen und stellst deren ordnungsgemässe Funktion wieder sicher. Du erstellst die Arbeitsplanung, rapportierst die ausgeführten Arbeiten und erfasst Arbeitszeiten sowie Spesen
Weiter bedienst du instruierte Maschinen, Apparate und Arbeitsmittel, führst entsprechende Instruktionen durch und arbeitest als Sicherheitschef:in, um eine fachgerechte und sichere Ausführung der Aufgaben zu gewährleisten.
Als Fachtechniker bereitest du Arbeitsstellen vor und stellst Materialien bereit für die zugeteilten Arbeiten bzw. Baustellen, bei denen du ebenfalls damit die Einhaltung der Sicherheits- und Qualitätsstandards sicherstellst.
Du übernimmst die fachliche Führung von Mitarbeitenden und Dritten auf den verschiedenen Arbeitsstellen.
Die Funktion kann auch Nachtdienst- und Wochenendarbeiten sowie Sondereinsätze im Störungsfall und Winterdienst beinhalten.

Dein hohes Verantwortungs- und Sicherheitsbewusstsein ermöglichen es dir, dich gut und fundiert in deine neue Tätigkeit im SBB-Umfeld einzuarbeiten. Du freust dich, bei jeder Jahreszeit Arbeiten im Freien zu erledigen.
Erhöhte Belastbarkeit, sowohl physisch als auch psychisch.
Einen Fähigkeitsausweis (EFZ) als Landschaftsgärtner oder Maurer / Strassenbau setzen wir voraus.
Um die Funktion ausüben zu können, setzen wir voraus, dass die interne Ausbildung zum Sicherheitschef (bei Bedarf Sicherheitswärter:in) erfolgreich absolviert wird. Nachtschichten oder einzelne Wochenendschichten (nicht regelmässig), Störungsfall und Winterdienst werden mit Zulagen in Form von Zeit und Geld separat vergütet.
Dein Wohnort liegt in der Nähe deines Arbeitsortes.
Du besitzt den Führerausweis Kategorie B (mit Erfahrung im handgeschaltenen Getriebe und Kat. BE von Vorteil). Deine Sprachkenntnisse in Deutsch sind mindestens auf dem Niveau A2."
crawl_016,"Landschaftsgärtner:in, Maurer:in oder Strassenbauer:in für den Bereich Kabel Tiefbau",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/landschaftsgaertner-in-maurer-in-oder-strassenbauer-in-fuer-den-bereich-kabel-tiefbau/2a87bc4c-90fb-40f6-8a9c-acfaabe9c97e,"Deine Hauptaufgabe als Fachtechniker/in Kabel Tiefbau ist das selbständige Planen, installieren und Überwachen von Kabeltrassen und Kabelschächten, sowie ausführen von Kabelzügen sämtlicher bahntechnischen Kabeln
Du führst selbständig Reparaturen an Schachtdeckeln und Sanierungsarbeiten an Kabelschächten durch, sowie Störungsbehebungen an Kabelinfrastrukturen und stellst deren ordnungsgemässe Funktion wieder sicher. Du erstellst die Arbeitsplanung, rapportierst die ausgeführten Arbeiten und erfasst Arbeitszeiten sowie Spesen
Weiter bedienst du instruierte Maschinen, Apparate und Arbeitsmittel, führst entsprechende Instruktionen durch und arbeitest als Sicherheitschef:in, um eine fachgerechte und sichere Ausführung der Aufgaben zu gewährleisten.
Als Fachtechniker bereitest du Arbeitsstellen vor und stellst Materialien bereit für die zugeteilten Arbeiten bzw. Baustellen, bei denen du ebenfalls damit die Einhaltung der Sicherheits- und Qualitätsstandards sicherstellst.
Du übernimmst die fachliche Führung von Mitarbeitenden und Dritten auf den verschiedenen Arbeitsstellen.
Die Funktion kann auch Nachtdienst- und Wochenendarbeiten sowie Sondereinsätze im Störungsfall und Winterdienst beinhalten.

Dein hohes Verantwortungs- und Sicherheitsbewusstsein ermöglichen es dir, dich gut und fundiert in deine neue Tätigkeit im SBB-Umfeld einzuarbeiten. Du freust dich, bei jeder Jahreszeit Arbeiten im Freien zu erledigen.
Erhöhte Belastbarkeit, sowohl physisch als auch psychisch.
Einen Fähigkeitsausweis (EFZ) als Landschaftsgärtner oder Maurer / Strassenbau setzen wir voraus.
Um die Funktion ausüben zu können, setzen wir voraus, dass die interne Ausbildung zum Sicherheitschef (bei Bedarf Sicherheitswärter:in) erfolgreich absolviert wird. Nachtschichten oder einzelne Wochenendschichten (nicht regelmässig), Störungsfall und Winterdienst werden mit Zulagen in Form von Zeit und Geld separat vergütet.
Dein Wohnort liegt in der Nähe deines Arbeitsortes.
Du besitzt den Führerausweis Kategorie B (mit Erfahrung im handgeschaltenen Getriebe und Kat. BE von Vorteil). Deine Sprachkenntnisse in Deutsch sind mindestens auf dem Niveau A2."
crawl_017,Spezialist:in Baugesuche und raumplanerische Vernehmlassungen,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/spezialist-in-baugesuche-und-raumplanerische-vernehmlassungen/efea8c76-1b5f-4530-8b45-12c88f06cd9c,"In dieser spannenden Rolle verantwortest du die frist- und prozessgerechte Abwicklung der internen Vernehmlassungen von Bauvorhaben Dritter und raumplanerischen Vorlagen.
Mit den internen Schnittstellen arbeitest du eng zusammen und unterstützt sie bei der Beurteilung von raumplanerischen Massnahmen und stellst die notwendigen Informationen sicher.
Dank deiner Erfahrung bearbeitest und verfasst du Gesuche sowie Stellungnahmen professionell sowie effizient und bewahrst auch bei hohem Arbeitsvolumen stets den Überblick.
Zu den Behörden, Ämtern und Grundeigentümern pflegst du einen regelmässigen Kontakt – vorwiegend telefonisch und schriftlich und vertrittst und wahrst die Interessen der SBB im Rahmen von Bauvorhaben Dritter und raumplanerischen Vorlagen.
Du unterstützt bei der Erkennung von möglichen Potentialen der eigenen Grundstücke.

Du bist ein Organisationstalent, welches sich für unterschiedliche Themen begeistern kann und verstehst es, eigeninitiativ zu handeln. Auch in hektischen Phasen behaltest du stets die Ruhe und den Überblick.
Teamwork ist der Schlüssel zum Erfolg. Eine hervorragende Teamfähigkeit setzen wir deshalb voraus.
Als kommunikative Persönlichkeit mit einem gewinnenden Auftreten legst du grossen Wert auf eine adressatengerechte Kommunikation. Mit deinem Durchsetzungsvermögen fällt es dir leicht, mit Menschen umzugehen oder die eigenen Argumente zu präsentieren und zu vertreten.
Da sämtliche Anweisungen und Dokumentationen elektronisch sind, bringst du sehr gute IT-Kenntnisse (MS-Office und SAP) mit und hast Freude im Umgang mit den gängigen Programmen.
Du verfügst über einen Abschluss als Kauffrau:mann EFZ oder als Raumplaner:in. Erfahrungen in einem Bausekretariat oder Grundbuchamt sowie Kenntnisse im Baurecht oder in der Raumplanung erleichtern dir den Einstieg in diese Rolle.
In Deutsch bist du verhandlungssicher, gute Französischkenntnisse stellen ein Plus dar."
crawl_018,"System- und Prüfingenieur:in ""Klimatechnik und Versuche""",SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/system-und-pruefingenieur-in-klimatechnik-und-versuche/b2cfee82-648f-4c33-a1eb-3533e8c9e997,"Als System- und Prüfingenieur:in Klimatechnik gestaltest du die Klimaanlagensysteme der Bestands- und Neuflotten mit Fokus auf kältetechnische Komponenten und übernimmst Verantwortung im technischen Anforderungsmanagement.
Du analysierst Anforderungen, bewertest Änderungen und koordinierst deren Umsetzung unter Berücksichtigung von Systemintegrität und regulatorischen Vorgaben. Dabei begleitest du die Weiterentwicklung der Systeme über den gesamten Lifecycle, führst technisches Monitoring und verantwortest Freigaben bei Abweichungen.
Deine Aufgaben umfassen auch die Erstellung und Prüfung von Instandhaltungsvorgaben, technische Unterstützung im Betrieb sowie die Bewertung der Wartungsfreundlichkeit – inklusive Probezerlegungen und Nutzung prädiktiver Wartungsdaten.
In der Prüfstelle in Olten betreust du Versuche, installierst Messtechnik und wirkst von der Vorbereitung bis zur Auswertung mit. Du arbeitest eng mit internen Stellen, Lieferanten und Behörden zusammen und übernimmst fachliche Leitung in übergreifenden technischen Themen.

Du arbeitest strukturiert, praxisnah und lösungsorientiert, bringst hohe Eigeninitiative mit und überzeugst durch Teamfähigkeit, Zuverlässigkeit sowie eine wertschätzende und zielgerichtete Kommunikation.
Du verfügst über fundierte Kenntnisse in Heizungs-, Lüftungs-, Klima- und Kältetechnik sowie idealerweise über bahnspezifisches Wissen. Erfahrung in Projektleitung sowie im Umgang mit Prüf- und Messtechnik von der Planung bis zur Auswertung runden dein Profil ab.
Eine technische Ausbildung (Umwelt-, Elektro-, Automationstechnik) mit entsprechender Weiterbildung (TS, FH, Uni) oder gleichwertiger Qualifikation wird vorausgesetzt.
Deutschkenntnisse auf Muttersprachenniveau (C2), gute Englischkenntnisse (min. B1) sowie Französisch oder Italienisch sind von Vorteil."
crawl_019,Fachspezialist:in Sicherheitsnachweisführung ETCS L2,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/fachspezialist-in-sicherheitsnachweisfuehrung-etcs-l2/ad0e59c2-a04c-4034-927f-7bed4126af88,"Als Fachspezialist:in Sicherheitsnachweisführung begleitest du ETCS L2-Projekte in der ganzen Schweiz von der Studie bis zur Inbetriebnahme und unterstützt die Projektleitenden bei Entscheidungen, um eine vorgabenkonforme und sichere ETCS L2-Anlage zu planen.
Im Rahmen von Anlagen- oder Änderungsprojekten ETCS L2 bist du Ansprechperson für die Sicherheit sowie die Nachweisführung im Projekt und in dieser Rolle auch für die Erstellung der Sicherheitsnachweise verantwortlich.
Du bewertest die Risiken im Projekt hinsichtlich Einhaltung der Sicherheitsziele und erstellst Risikoanalysen bzw. passt die generischen Risikoanalysen auf die spezifischen Anlagen an.
Die termingerechte Bereitstellung der Anlagendokumentation wird von dir übernommen.
Verbesserungsvorschläge bringst du aktiv ein und unterstützt den Fachbereich Sicherheitsnachweisführung bei der Weiterentwicklung.
Als Teil des Kompetenzcenters bist du Ansprechpartner:in für die Kolleg:innen aus allen Regionen und unterstützt diese bei fachlichen Fragen.

Ein gutes analytisches, konzeptionelles und logisch-abstraktes Denkvermögen zeichnen dich aus.
Du bist initiativ, arbeitest gerne mit unterschiedlichen Stakeholdern zusammen und verfügst über gute Kommunikationsfähigkeiten.
Ein ausgeprägtes Sicherheitsbewusstsein sowie eine sorgfältige Arbeitsweise sind für diese Aufgabe unerlässlich.
Um diese Aufgabe kompetent ausüben zu können, verfügst du über ein abgeschlossenes Hochschulstudium (Uni/FH) in einer technischen Fachrichtung wie z.B. Elektrotechnik oder einen gleichwertigen Abschluss.
Idealerweise hast du bereits einige Jahre Erfahrung in der Bahnbranche sammeln können und dir hierbei bereits Kenntnisse im Bereich ETCS L2 angeeignet. Alternativ erleichtern Erfahrungen im Bereich Qualitätsmanagement, Verifikation / Validierung oder Normenkenntnisse den Einstieg in die Welt der Bahnsicherungsanlagen.
Da die Vorgaben und Vorschriften in Deutsch formuliert sind, benötigst du zwingend sehr gute Deutschkenntnisse (mind. C1) sowohl mündlich als auch schriftlich. Kenntnisse in Französisch sind von Vorteil."
crawl_020,Technische:r Assistent:in Helpdesk,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/technische-r-assistent-in-helpdesk/3b02d689-b7a7-4d0d-bb98-9b59d5f855de,"Bei Störungen am Fahrzeug leistest du versierten First‑Level‑Support, sodass das Zugpersonal Störungen wenn möglich selbstständig beheben kann.
Du stellst sicher, dass Interventionen im laufenden Betrieb erfolgreich durchgeführt werden können.
Mit präzisen Störungsmeldungen ermöglichst du effiziente Störungsbehebungen, auch wenn das Fahrzeug nicht sofort im laufenden Betrieb repariert werden kann.
Mit deinem Fachwissen sowie deiner unterstützenden und hilfsbereiten Art bist du ein wichtiges Zahnrad in unserem komplexen Betrieb.
Weil du in der Regel die erste Kontaktperson bist, trägst du zusätzlich dazu bei, dass sich unser Personal sicher und gut betreut fühlt.

Deine authentische, kundenorientierte und hilfsbereite Art sowie die Fähigkeit, auch unter Druck überlegt zu handeln, zeichnen dich aus.
Du hast gute technische Kenntnisse zum Rollmaterial und zum Betriebsablauf sowie Freude an der Anwendung von IT‑Systemen wie SAP, Diagnosetools und Bildtelefonie. Bei vorhandenen Kompetenzen als Fahrzeugdiagnostiker:in, Zugbegleiter:in oder Lokführer:in prüfen wir gerne Möglichkeiten für Ablösungen im bisherigen Tätigkeitsgebiet.
Bereitschaft zur Schichtarbeit sowie zur beruflichen und persönlichen Weiterentwicklung bringst du mit.
Gewünscht ist eine Ausbildung zur Kundenbegleiter:in, Lokführer:in, Instandhaltungstechniker:in bei der Bahn oder eine gleichwertige Ausbildung (z. B. dreijährige Lehre EFZ in technischer Richtung) sowie idealerweise einige Jahre Berufserfahrung.
Fliessende Deutschkenntnisse (C1) und gute Kenntnisse in Französisch oder Italienisch (B2)."
crawl_021,Elektroinstallateur:in,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/elektroinstallateur-in/ca41cff7-f2df-4230-b6ae-9073c49cd378,"Du kümmerst dich um Bau-, Unterhalts- und Instandhaltungsarbeiten von Infrastrukturanlagen und leistest so einen wichtigen Beitrag zum reibungslosen Bahnverkehr.
Auf dich wartet ein abwechslungsreicher und vielfältiger Arbeitsalltag, vorwiegend Tagschichten an verschiedensten SBB-Bahnhöfen der Region Oberwallis.
Du stellst die Aus- und Inbetriebnahme von verschiedenen Sicherungsanlagen sicher – von elektronischen Stellwerkanlagen bis zu Relais-Stellwerken.
Durch deine systematische Herangehensweise erkennst und meldest du die Unregelmässigkeiten und Mängel und stösst deren Behebung sowie die Weiterentwicklung an. 
Du durchläufst eine zweijährige interne Ausbildung zur Sicherungsanlagen Technikerin / zum Sicherungsanlagen Techniker. Hier wirst du geschult, Störungen an den Innenanlagen selbständig zu lokalisieren und zu beheben.
Mit deinem neu erlernten Fachwissen und deiner Erfahrung lokalisierst und behebst du im Pikettdienst Störungen an den Sicherheitsanlagen selbständig.

Sicherheit steht bei dir an erster Stelle. Um diese zu gewährleisten, setzen wir ein uneingeschränktes Hör- und Sehvermögen voraus, um bei Einsätzen im Gleisbereich wichtige akustische und visuelle Signale erkennen zu können.
Du engagierst dich in unserer Organisation wie auch im Team und übernimmst Verantwortung.
Arbeiten in Innenräumen, sowie im Gleisbereich erachtest du als spannend.
Du verfügst über eine abgeschlossene vierjährige Grundausbildung als Elektroinstallateur:in EFZ.
Vereinzelnd unregelmässige Arbeiten oder Pikettdienst in der Nacht und an Wochenenden machen dir nichts aus.
Du verfügst über einen Führerausweis der Kat. B sowie über gute mündliche und schriftliche Deutschkenntnisse (mind B2)."
crawl_022,Kontrollzähler:in für automatische Fahrgastzählung,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/kontrollzaehler-in-fuer-automatische-fahrgastzaehlung/ee241c1e-ad13-463d-b701-47c36922ea84,"In dieser spannenden Stelle führst du präzise Fahrgastzählungen in Zügen mit automatischer Fahrgastzählung zur Überprüfung der Systemqualität aus, dazu stehst du am Türportal und zählst die ein- und aussteigenden Personen.
Als Fahrgastzähler:in stehst du von Montag bis Freitag im Einsatz. Start und Ende deiner Einsätze sind jeweils in Lausanne zwischen 05.30 und 21.30 Uhr und erfolgen in ganzen Tagen.
Du gibst Auskünfte an Kunden und Kundinnen und hilfst ihnen, wenn nötig, beim Ein- und Aussteigen.
Zudem unterstützt du die Sauberkeit in den Zügen (beispielsweise durch Einsammeln von Zeitungen oder Melden von Verunreinigungen).

Eine freundliche Persönlichkeit zeichnet dich aus und von Vorteil bringst du Erfahrung im Kundenkontakt mit.
Du fühlst dich wohl und sicher im Umgang mit Smartphone, Apps und E-Mail, arbeitest präzise, zuverlässig und selbstständig.
Für diese Stelle verfügst du über eine allgemeine Berufserfahrung von mindestens einem Jahr. Wenn du zudem über Betriebskenntnisse der SBB verfügst, ist dies von Vorteil.
Französisch sprichst und schreibst du auf Niveau C1, Deutsch mindestens auf B1. Gute Sprachkenntnisse in weiteren Landessprachen oder Englisch sind ein Plus, welches wir sehr zu schätzen wissen."
crawl_023,Fachexperte:in Relaisstellwerke,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/fachexperte-in-relaisstellwerke/5babcf42-f1a7-4770-9181-f61b73f7d3cf,"Als Fachexperte:in Relaisstellwerke leistest du einen massgebenden Beitrag, um die Sicherheit und Qualität bei Stellwerkprojekten zu garantieren.
Du beurteilst Projektierungen hinsichtlich der Einhaltung von Normen, Regelwerken und Standards.
Im Bereich der Relaisstellwerke beurteilst und projektierst du Schemas und Bauunterlagen.
Selbstständiges Engineering im Fachbereich Sicherungsanlagen und Zugbeeinflussung gehört zu deinem Aufgabenbereich.
Du unterstützt Stellwerkprojektleitende beratend bei der Sicherheitsnachweisführung und technischen Fragen zur Relaisstellwerktechnik.
Du baust kontinuierlich Wissen im Bereich der Stellwerktechnik und Sicherheitsnachweisführung auf und gibst diese weiter.

Hohe Sozialkompetenz und Teamfähigkeit zeichnen dich aus. Zudem hast du ein hohes Verantwortungsbewusstsein mit selbstständiger und sicherheitsorientierter Arbeitsweise.
Dein analytisches und vernetztes Denken ermöglicht dir technisch anspruchsvolle Aufgaben zu verstehen und zu lösen.
Du bringst Berufserfahrung im Bereich Stellwerktechnik mit, idealerweise in der Relaisstellwerktechnik und bist bereit, dein Wissen in diesem Bereich sowie in der Sicherheitsnachweisführung kontinuierlich zu erweitern und zu vertiefen.
Für diese Funktion bringst du ein Studium (FH/Uni/ETH) in Elektroingenieurwesen oder langjährige praktische Erfahrung im Gebiet der Relaisstellwerke mit.
Falls du nicht alle Anforderungen erfüllst oder zusätzliche Qualifikationen und Erfahrungen mitbringst, freuen wir uns dennoch auf deine Bewerbung. Bitte beachte jedoch, dass dies Auswirkungen auf das Anforderungsniveau haben kann und sich dieses gegebenenfalls ändert.
Verhandlungssichere Deutschkenntnisse (mind. C1) runden dein Profil ab. Weitere Landessprachen sind von Vorteil."
crawl_024,Quereinstieg Spezialist:in Bahnrettung der SBB Intervention,SBB AG,Bern,Schweiz,https://jobs.sbb.ch/v2/offene-stellen/quereinstieg-spezialist-in-bahnrettung-der-sbb-intervention/41d1d856-a1c0-4d3f-98bf-d9f628043567,"Im Alarmfall sowie bei Übungen rückst du als Lokführer:in mit dem Lösch- und Rettungszug mit deinem Team aus und sorgst für die Sicherheit unserer Kundinnen und Kunden.
Bei Zwischenfällen, welche den Bahnverkehr beeinträchtigen, bist du mitverantwortlich für den Schutz von Menschen, Tieren, Umwelt und Bahninfrastruktur.
Vor Ort sorgst du für die Sicherheit aller Reisenden, bekämpfst Brände auf und neben den Schienen, leistest Öl- und Chemiewehr sowie technische Hilfe.
Du trainierst regelmässig die verschiedenen Arbeitsabläufe und -techniken, um jederzeit eine reibungslose Ereignisbewältigung sicherzustellen. Du bist im 5x24 Schichtmodell im Einsatz.

Dank deinem hohen Verantwortungs- und Sicherheitsbewusstsein verstehst du die Abhängigkeiten und Auswirkungen auf dein Team sowie deine Arbeit. Bei uns zählen Miteinander und Gemeinschaft im Team, auf das du dich jederzeit verlassen kannst. Dazu gehört, dass du gerne selbständig arbeitest und physisch und psychisch belastbar bist.
Du verfügst über eine abgeschlossene Berufslehre mit eidgenössischem Fähigkeitszeugnis (EFZ). Den Fahrausweis für Triebfahrzeuge der Kategorie B100 besitzt du bereits oder bringst die Bereitschaft mit, die entsprechende interne Ausbildung zu absolvieren.
Du verfügst über eine Atemschutztauglichkeit, hast Erfahrung als Feuerwehrperson und idealerweise auch die Prüfung der Kategorie C1 118.
Die Bereitschaft zum Schichtdienst im 5 x 24h Modell vor Ort zu leisten ist für dich selbstverständlich. 
In der deutschen Sprache bist du verhandlungssicher (mündlich und schriftlich Niveau C1).
Im Bewerbungsprozess werden wir von dir einen aktuellen Strafregister- und Betreibungsregisterauszug (nicht älter als 3 Monate) verlangen. Das Dokument kann bei der Einladung zum persönlichen Kennenlernen bestellt werden."
